favourite_count,retweet_account,time,tweet
1347,550,2015-10-10 18:30:49,"""Outdated trade rules put our workers at a disadvantageand TPP will change that."" President Obama http://t.co/mrdFZvoETy #TPP"
1071,394,2015-10-10 15:46:33,"In the weekly address, President Obama discusses how the #TPP will put American workers first. http://t.co/mrdFZvoETy"
2376,1470,2015-10-09 17:01:56,Wind and solar energy are getting cheaper and cheaperthe #SwitchToClean energy is happening. http://t.co/nzigk15vXp
2226,1281,2015-10-08 22:22:07,Add your name to the list of people asking Congress to #DoSomething about gun violence: http://t.co/Ff6P4JyV9Y
1067,410,2015-10-08 19:06:31,Check out how these @OFA volunteers are making a difference on gun violence in their community: http://t.co/0lAwbcKo7D #DoSomething
7487,11126,2015-10-08 16:16:39,Retweet if you agree: It's time for Congress to put politics aside and #DoSomething about gun violence. http://t.co/TaInIBmrhG
2311,1248,2015-10-08 14:22:22,Our thoughts and prayers are not enough. It's time for Congress to #DoSomething to prevent gun violence tragedies: http://t.co/TMWUhGgsXK
2830,1546,2015-10-07 21:43:03,"""This will not change until the politics change."" President Obama on gun violence #DoSomething http://t.co/kqz7WIShnh"
857,443,2015-10-07 20:28:34,Take a look at some of the most important recent stories on gun violence prevention: http://t.co/02cXehbVvi #DoSomething
2731,1552,2015-10-07 18:54:30,Add your name if you agree it's time for Congress to #DoSomething about gun violence in America. http://t.co/ttnwvksW10
709,255,2015-10-07 16:47:28,LIVE: President Obama is speaking at the @WhiteHouse Summit on Worker Voice. http://t.co/Fnr99d1D7q
603,214,2015-10-07 16:00:45,An @OFA volunteer reflects on the trainings she receivedthat helped her land her dream job. http://t.co/YABvrFllkR
1055,369,2015-10-06 18:42:52,Stand up for American workersadd your name if you agree it's time to #LeadOnTrade. http://t.co/YBluIYLipw
1151,443,2015-10-06 17:25:53,The #TPP establishes the highest labor standards of any trade agreement in history. http://t.co/3vqoancyYp
1091,431,2015-10-06 15:47:20,"The more U.S. goods sold abroad, the more higher-paying jobs are supported at homeanother reason to #LeadOnTrade: http://t.co/P2Gl6w6R1Z"
4469,2454,2015-10-05 21:41:32,"""I refuse to leave our children a planet that's beyond their capacity to repair."" President Obama #OurOcean2015 https://t.co/TfbkHQDDg0"
894,326,2015-10-05 20:19:55,Add your name to support the most progressive trade deal in this nation's history: http://t.co/DPx1onQXmm #LeadOnTrade
1379,518,2015-10-05 15:54:13,Great news: President Obama just secured a trade deal that puts American workers first. http://t.co/lYI3qRClX6 #LeadOnTrade
103344,58000,2015-10-03 20:01:29,Twenty-three years and still going strong. Here's to many more. #HappyAnniversary http://t.co/EdEvqUF0s7
2606,998,2015-10-03 18:29:58,"""Congress should do its job, stop kicking the can down the road, and pass a serious budget."" President Obama http://t.co/HsE9QjkfLD"
1164,395,2015-10-03 16:59:47,"In the weekly address, President Obama urges Congress to pass a real budget. http://t.co/HsE9QjkfLD"
1605,586,2015-10-02 20:14:56,Private-sector jobs have grown for a record-breaking 67 straight monthsbut there's more to do.
2502,2077,2015-10-02 17:26:12,"More than 10,000 people die from gun violence in the U.S. each yearthat can change. http://t.co/Oi80sA6qJD http://t.co/iguwO9P5dh"
14618,9279,2015-10-02 15:58:44,Our thoughts and prayers are not enoughit's time to take action. http://t.co/qfEm0j9r3V
2075,822,2015-10-01 15:24:49,Organizers across the country are working to prevent gun violencestate by state. Read more: http://t.co/DpnWBhEJcc
1569,470,2015-10-01 00:47:29,LAST CALL: Enter for a chance to meet President Obama. http://t.co/0s2pXZGsI0 http://t.co/cbSaQVR4SO
1832,566,2015-09-30 23:26:15,DEADLINE: Tonight. Time to make your movechip in now. http://t.co/AjKnE79V5V http://t.co/fwz6HYAmqw
1568,484,2015-09-30 22:26:20,This is your chance to meet President Obama. (No joke.) http://t.co/wrjKnubpxY http://t.co/EoSWsROzjY
967,299,2015-09-30 21:19:13,You and a guest could fly to D.C. and meet the President. Enter now for your chance: http://t.co/k3VB2JxQAg
2003,635,2015-09-30 19:45:41,Give this grassroots movement a liftbecome a recurring donor today: http://t.co/90E4s8MZth http://t.co/fFsIi3uHLc
1132,339,2015-09-30 18:40:58,Enter before midnight and youand your BFFcould meet the President this fall. http://t.co/XjtDaGWXno http://t.co/hRrMiIawHe
2514,748,2015-09-30 17:21:54,Better hurrythe deadline to show your support for this grassroots movement is tonight. http://t.co/n8C7rdD4s0 http://t.co/GHxzFc8rTC
1390,418,2015-09-30 16:18:21,Want to hear that laugh in person? Throw your name in before tonight's deadline: http://t.co/XZkI1GSUg9 http://t.co/bgzegZCDDU
894,282,2015-09-30 15:07:57,Enter now and you could meet President Obama in D.C. this fall: http://t.co/HDxcIuds0r
2184,695,2015-09-29 22:00:15,"Coffee: 
Fall sweater: 
Meeting the President: ?

Enter before #NationalCoffeeDay ends: http://t.co/S6F8APNINk http://t.co/6HdX6i20kg"
4510,1541,2015-09-29 18:37:26,"Chip in to fight for real, lasting change: http://t.co/OKJKKxfDIi http://t.co/qq6zlVWWeG"
2507,674,2015-09-29 17:33:17,Give it your best shotenter today for your chance to meet the President: http://t.co/jXBu09fx7F http://t.co/VRgaDL2FQu
2018,901,2015-09-29 15:13:12,"In an interview with @RollingStone, President Obama lays out why we need to #ActOnClimate before it's too late. http://t.co/gMyOuzHcNM"
852,302,2015-09-28 21:03:26,This movement started with grassroots supporters just like you. Help keep it goingchip in $5 or more today: http://t.co/L5qG329kPg
1115,427,2015-09-28 19:13:17,Watch a #VICEonHBO clip about President Obama's historic visit to a federal prison: http://t.co/rn8up4iCE5
1173,342,2015-09-28 16:47:45,Don't miss the chance to meet President Obama this fallall you have to do is enter: http://t.co/5uTwJE8jiX
1745,531,2015-09-27 16:45:31,Want to be the one walking through that door? Enter the contest now: http://t.co/CZs9v11xTo http://t.co/ip7vt2AyhT
2802,1034,2015-09-26 18:46:06,Beat the buzzerthe big fundraising deadline is almost here. http://t.co/LwzgniHTi7 http://t.co/pBOUdYJsTH
2737,1094,2015-09-26 15:09:08,Time's running outdon't miss your chance to meet President Obama. http://t.co/ISoGPzOgjC http://t.co/35VNYcJ173
1824,610,2015-09-25 22:15:11,Do you hear that? It's the sound of a big fundraising deadline. Chip in now: http://t.co/P2OKsoqauD http://t.co/HwLOkj1Yu7
1324,418,2015-09-25 20:17:32,Fall is hereand so is your chance to meet President Obama. Enter now: http://t.co/n4NbQGNFEY http://t.co/WcGg9JgUtI
2156,722,2015-09-25 17:33:36,Walk the walksupport the team that's fighting for today's important issues. http://t.co/wbVIDVxuR3 http://t.co/l0L3qFHqHe
1768,954,2015-09-25 15:39:12,Climate change is an issue that cannot be left for future generationsand @pontifex agrees: http://t.co/f9HHt0iOJk #ActOnClimate
1686,551,2015-09-24 22:02:58,You could win a chance to meet President Obama. (Let that sink in.) Enter now: http://t.co/KSgSX9Q2oZ http://t.co/jmYatM9iHS
1658,485,2015-09-24 20:42:27,Don't cruise past this fundraising deadline. Chip in now: http://t.co/JJdjpc5NsC http://t.co/Hcxby32bBv
3803,2406,2015-09-24 19:30:29,"With less than a week left to avert a shutdown, Congress is wasting time trying to take away women's access to health care. #EnoughAlready"
1039,384,2015-09-24 16:45:07,Change starts with people working together. Read how volunteers in Tucson are organizing to make change a reality: http://t.co/9DZsoYQhQX
1136,425,2015-09-24 15:19:28,Give your #SquadGoals an upgradeenter now to meet President Obama: http://t.co/YciDxgp2G7 http://t.co/NTGLaTFJvi
1550,667,2015-09-23 22:08:42,17.6 million Americans coveredthat's a number to celebrate: http://t.co/O9RMgldsv0 #Obamacare
3113,2118,2015-09-23 19:56:24,Watch @Pontifex say why it's so important for everyone to come together to #ActOnClimate. #PopeInDC http://t.co/ouZ0PDWQKt
1850,661,2015-09-23 17:46:51,Dress to impressyou could win the chance to meet President Obama. Enter now: http://t.co/zBueGYPTHd http://t.co/fAXVkEzVqU
2591,837,2015-09-23 16:41:10,"""Michelle and I extend our wishes for an easy fast to all those observing Yom Kippur."" President Obama"
1232,541,2015-09-23 13:21:15,LIVE: Watch as @Pontifex is welcomed to the White House. http://t.co/ZFiuZHzv1c #PopeInDC
1676,523,2015-09-22 21:25:37,Get your camera readythis is your chance to meet President Obama. Enter now: http://t.co/0oV4SDhmTC http://t.co/RSAOEK6By5
1083,511,2015-09-22 20:03:04,LIVE: President Obama and others are greeting @Pontifex at Joint Base Andrews. http://t.co/zjsmIQ2ZBo
1630,801,2015-09-22 16:05:08,America doesn't need another shutdownmembers of Congress need to do their job and pass a budget. Read more: http://t.co/f3JIAvFN4Y
5776,1876,2015-09-21 22:48:19,Hope you're readyfall is here. http://t.co/LpWzq0BmiU
783,270,2015-09-21 20:50:39,Read how @OFA volunteers in Tucson are working hard to bring change to their community. http://t.co/oMXhaZuidu
1829,1481,2015-09-21 17:49:40,Climate change is realand it's time to act. http://t.co/bjIcRhTniI (h/t @washingtonpost) http://t.co/U9HJCLVUGt
2594,1025,2015-09-19 18:12:46,"""Theres nothing principled about the idea of another government shutdown."" President Obama http://t.co/P7dlz9Q0V9"
1897,752,2015-09-19 17:03:19,"In the weekly address, President Obama calls on Congress to stop playing games with our economy and pass a budget. http://t.co/P7dlz9yq3B"
1079,471,2015-09-18 21:37:23,LIVE: President Obama is speaking at the White House screening of @Vice's documentary on criminal justice reform. http://t.co/yeB7SdvFL4
3418,1853,2015-09-18 20:49:17,"When women are empowered, extraordinary things happen. Read more: http://t.co/rJcgDBNvqY http://t.co/2y4N6lLsn3"
2173,2297,2015-09-18 19:06:54,Retweet if you agree. #LeadOnLeave http://t.co/RTPz8Ni0zK
1368,569,2015-09-18 17:19:52,It's time to #LeadOnLeavebecause what's good for workers and families is good for the economy: http://t.co/Venhc8up8h
1060,419,2015-09-18 16:00:51,The uninsured rate continues to falland that's no accident. Read about how #Obamacare is making a difference: http://t.co/eCHaWdPKam
2455,997,2015-09-17 20:47:44,"""If you're eligible, commit to becoming a citizen today."" President Obama #ConstitutionDay https://t.co/y899RqDw4m"
1535,843,2015-09-17 18:44:13,Investments in clean energy are boosting the economywhile fighting climate change. #ActOnClimate http://t.co/24j5r1rmAW
1236,571,2015-09-17 17:15:43,States and cities from the U.S. and China are pledging to #ActOnClimateyears earlier than national targets. http://t.co/VCyS0feIHY
3605,1767,2015-09-17 15:05:10,"Since President Obama took office, the economy has seen the longest streak of private-sector job growth on record. http://t.co/eQfj7I4Hf7"
2004,679,2015-09-16 22:17:38,Obamacare is workingand it's lowering the uninsured rate: http://t.co/ai6kVADJIN
3302,1808,2015-09-16 17:12:07,"Since President Obama took office, the deficit has been reduced by more than two-thirds. http://t.co/lpOOBKxN5d"
754,275,2015-09-16 15:23:58,LIVE: President Obama is speaking with a group of business leaders at the @BizRoundtable. http://t.co/ntXhYFIvWD
3199,1701,2015-09-15 20:59:22,Listen to President Obama's advice on going to college for high school seniorsincluding his oldest daughter. http://t.co/SvqO4wyZiW
1404,693,2015-09-15 15:50:05,Be part of the team fighting back against misinformation with facts: http://t.co/icg1JZ1EUE http://t.co/loxbvboLwq
904,407,2015-09-14 21:06:37,LIVE: President Obama is hosting a town hall on college access and affordability with high school students. http://t.co/b9Xi7mmcbr
747,310,2015-09-14 20:11:27,Tune in at 4:40 p.m. ET to watch President Obama discuss college affordability with high school students in Iowa: http://t.co/D4mKdbJBIf
2302,1009,2015-09-14 19:21:10,"""From my family to yours, Shanah Tovah."" President Obama on #RoshHashanah http://t.co/O4TP1EOQfY"
2820,1139,2015-09-12 18:11:45,"""Everyone should be able to find clear, reliable, open data on college affordability and value."" President Obama http://t.co/rl0d4lYTaQ"
1407,530,2015-09-12 16:53:46,"In the weekly address, President Obama discusses another step in expanding #CollegeOpportunity. http://t.co/rl0d4mguzq"
10209,6434,2015-09-11 16:26:20,"""The events of September 11, 2001, left a permanent mark on the spirit of every American."" President Obama http://t.co/oob3Hc0vmi"
1980,1008,2015-09-10 22:09:42,"""This vote is a victory for diplomacy ... and for the safety and security of the world."" President Obama on the #IranDeal vote"
3570,4404,2015-09-10 19:30:07,Retweet if you agree that education should be available to all those willing to work for it. #CollegeOpportunity http://t.co/4HyiqG46mm
6160,3765,2015-09-10 17:12:00,"""I want two years of college to be as free and universal as high school is today."" President Obama http://t.co/bCyIRfknii"
1638,635,2015-09-10 15:59:24,Progress happens when people fight for it. Join the movementsay you're in: http://t.co/SJBTJ4HLP9 http://t.co/rjGXjzlblf
2844,1248,2015-09-09 21:06:45,"""I believe that working Americans should have the basic security of paid leave."" President Obama #LeadOnLeave http://t.co/ynIFoRouyj"
779,361,2015-09-09 19:50:08,LIVE: President Obama and @DrBiden discuss the administration's plan to expand #CollegeOpportunity. http://t.co/9dgwtJbcyp
756,336,2015-09-09 18:49:21,Tune in at 3:40 p.m. ET to watch President Obama and @DrBiden speak in Michigan on expanding #CollegeOpportunity. http://t.co/3Y6tYK6YQH
1424,751,2015-09-09 17:29:11,Solar energy is heading toward a record-setting year for growth. Find out more: http://t.co/L72GR0YrCp
873,330,2015-09-09 16:09:59,Get the facts on one of today's most consequential foreign policy debates: http://t.co/e5DVy50S2l #IranDeal
1457,578,2015-09-08 21:17:49,The Obama administration is pushing for paid leave and a higher minimum wage at the state and local level. http://t.co/0oW8hN3jar
942,479,2015-09-08 17:37:52,Check out Secretary of State @JohnKerry's op-ed debunking some of the myths surrounding the #IranDeal. http://t.co/dXPXxzhcHI
1899,1033,2015-09-08 16:30:21,The #IranDeal has overwhelming support among leading scientists and non-proliferation experts. http://t.co/BxrK6jldNt
4137,1649,2015-09-07 17:50:50,"Today, America celebrates the grit and resilience of working families. Happy #LaborDay. http://t.co/WUEQreifAe"
2488,985,2015-09-07 16:22:58,"Today President Obama is expanding access to paid sick leave for about 300,000 federal workers. http://t.co/SMDmrDJElJ #LeadOnLeave"
1024,377,2015-09-07 15:21:04,LIVE: President Obama is speaking at the Greater Boston Labor Council #LaborDay Breakfast. http://t.co/a1JvqHrazW
1856,704,2015-09-05 16:58:31,"""Plain and simple, a shutdown would hurt working Americans."" President Obama http://t.co/lgum3nGBmk"
1582,531,2015-09-05 15:43:46,"In the weekly address, President Obama discusses the need for Congress to pass a budget and avoid a shutdown. http://t.co/lgum3nYcdS"
14291,6148,2015-09-04 21:03:23,It's a beautiful world. Let's fight to protect it. http://t.co/DrBP5VCgr0
1449,516,2015-09-04 20:03:02,Go behind the lens with @PeteSouza's photo gallery from President Obama's recent trip to Alaska. http://t.co/cisonNXKnY
861,344,2015-09-04 18:00:04,DEADLINE: Today is your last chance to show your support for updated overtime rules. http://t.co/SuhAfiFgRy #FixOvertime
1605,634,2015-09-04 17:00:10,"Higher wages, 173,000 jobs added, and a dropping unemployment rate are all good newsbut there's more work to do. http://t.co/ji2mXAJTZd"
2711,1296,2015-09-04 14:24:26,"The economy added 173,000 jobs in Augusta record-breaking 66 consecutive months of private-sector job growth."
1968,1372,2015-09-03 21:41:38,"Under the #IranDeal, Iran can't build a secret nuclear weapon. Learn more: http://t.co/ileTwVVRfl"
1225,515,2015-09-03 17:42:56,Tomorrow is the last dayadd your name if you agree it's time to #FixOvertime for millions of middle-class families: http://t.co/PM2jrrjXSG
947,393,2015-09-03 15:36:48,Read why it's crucial to #FixOvertime protections for millions of working families. http://t.co/ojDJfiFBQI
1225,467,2015-09-02 21:13:52,Read how the Obama administration is fighting to restore workers' rights for millions of hard-working Americans. http://t.co/d4X2zo2ViJ
1708,765,2015-09-02 17:36:41,President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE
1885,1094,2015-09-02 15:42:55,"""Few things can have as negative an impact on our economy as climate change."" President Obama #ActOnClimate http://t.co/0ifY6Lmvfm"
2234,1585,2015-09-01 19:52:41,"Climate change is no longer some far-off problem; it is happening here, it is happening now."" President Obama http://t.co/GpZw8q2DYY"
2803,1214,2015-09-01 16:32:38,Get a behind-the-scenes look at President Obama's trip to Alaskathe front lines in the fight against climate change. http://t.co/w3OHUbZJxX
1412,566,2015-09-01 15:18:07,Make your voice heard on updating overtime rules before Friday's deadline: http://t.co/aXrmUzSjRH #FixOvertime http://t.co/iVGfgVV2Ho
6156,2616,2015-08-31 21:21:27,It's official: Mount McKinley is now Denali. http://t.co/gEBAN1m9Op http://t.co/NdnYDb4YE9
1018,545,2015-08-31 19:37:19,Read what former U.S. Secretary of State @Madeleine Albright has to say about the #IranDeal. http://t.co/WjdXPU01Aj
838,293,2015-08-31 16:27:14,Find out how @OFA is giving organizers around the country the training and management skills they need to succeed. http://t.co/zUECBnYZhP
5210,2122,2015-08-29 16:34:48,"""As long as Im President, America will lead the world to meet the threat of climate change."" President Obama http://t.co/KjpcaULAUR"
1487,499,2015-08-29 15:12:00,"In the weekly address, President Obama discusses his upcoming trip to Alaska and pledges to #ActOnClimate. http://t.co/KjpcaUtZwh"
936,406,2015-08-28 20:55:40,Read @AmbassadorPower's thoughts on why it's vital for Congress to stand by the #IranDeal. http://t.co/t2uK3IWvGc
1024,377,2015-08-28 18:59:02,These professional fellows learned skills that will help them keep fighting for the issues that matter. http://t.co/ZYAezxkRW5
2092,1104,2015-08-28 16:46:09,"Add your namebecause in 2015, equal pay for equal work shouldn't be controversial. http://t.co/tv5ssVBQRd #StandWithWomen"
1107,519,2015-08-27 21:02:00,LIVE: President Obama is speaking about the rebuilding of New Orleans ten years after Hurricane Katrina. http://t.co/18U5Zv53ir #Katrina10
786,332,2015-08-27 19:58:45,Tune in at 4:55 p.m. ET to watch President Obama discuss #Katrina10 and the rebirth of New Orleans. http://t.co/BqvZzpEx86
2049,961,2015-08-27 18:11:36,"Add your name if you believe that when women succeed, America succeeds: http://t.co/4fgrm8lVv3 #StandWithWomen"
722,229,2015-08-27 16:10:19,Meet Alexaan @OFA supporter who knows there's no better time to fight for progress than now. http://t.co/WQQajLCqlO
1087,446,2015-08-27 14:52:23,One organizer is sharing her story about continuing the fight for womens rights: http://t.co/ts625eGIWV
5005,3232,2015-08-26 22:13:43,"This #WomensEqualityDay, say you'll continue the fight for progress. http://t.co/jsF29Z0GJj http://t.co/AmSm4f9r1W"
4254,3024,2015-08-26 20:35:05,The fight for equality is not over. #WomensEqualityDay http://t.co/NBkDlgFYpc
1844,1072,2015-08-25 22:23:10,"""No challenge poses a greater threat to our future than climate change."" President Obama http://t.co/sM8q8KdqtT #ActOnClimate"
3743,1423,2015-08-25 19:07:21,Thanks @NatlParkService for keeping our lands and waters beautiful for 99 yearsand counting. #FindYourPark http://t.co/pJihAhHnVG
824,336,2015-08-25 17:27:58,These fellows are fighting for progress by building new digital organizing skills. Read more: http://t.co/mVjs9ly9wE
909,367,2015-08-25 15:26:51,Want to join the conversation on the #IranDeal? Add your name to get more information. http://t.co/pfZ13SZoUV
971,412,2015-08-25 00:13:04,LIVE: President Obama is speaking at the National Clean Energy Summit. http://t.co/nT5D3qut8D #NCES8
733,321,2015-08-24 23:15:38,Tune in at 8 p.m. ET to watch President Obama speak at the National Clean Energy Summit in Las Vegas: http://t.co/bJjH0wVLtF #NCES8
1356,660,2015-08-24 22:11:00,President Obama is announcing a plan to make it easier and cheaper for homeowners to #SwitchToClean energy: http://t.co/uVZmnmUjLI
1510,900,2015-08-24 21:01:41,Investing in renewable energy helps fight climate changeand creates jobs. #ActOnClimate http://t.co/AnCmecZuV1
774,317,2015-08-24 18:05:19,Find out how one young organizer is turning her outrage on the gender wage gap into action. http://t.co/FD1NKHdPwb
1214,606,2015-08-24 15:22:19,Read why it's so important to stay informed and join the conversation on the #IranDeal. http://t.co/H4b91hsHex
2300,1031,2015-08-22 16:39:45,"""Congress left town for five full weeksand they left behind a stack of unfinished business."" President Obama http://t.co/Cnv8PFW4De"
1630,476,2015-08-22 15:35:56,"In the weekly address, President Obama discusses the need for Congress to pass a responsible budget. http://t.co/Cnv8PGdFuM"
1332,565,2015-08-21 22:04:20,Add your name to get important information about the #IranDealand make sure you have all the facts: http://t.co/PX1krC7wxC
1979,1100,2015-08-21 21:01:07,Leading scientists and non-proliferation experts are making their voices heard on the #IranDeal. http://t.co/uMyNmBwrvf
4579,2299,2015-08-21 19:10:19,"Today, two women are making historybecoming the first to graduate from the @USArmy's Ranger School: http://t.co/psTAKusoO6"
1542,973,2015-08-21 17:22:28,July was the hottest month ever recorded: http://t.co/CMuoKLA8Cm
1864,871,2015-08-21 15:37:36,This is a big deal in the fight to curb climate change. #ActOnClimate http://t.co/kKd3iHCfbH
1440,595,2015-08-20 21:13:45,Getting the full story on something as big as the #IranDeal is important. Add your name to stay informed: http://t.co/V0CPOiaZfA
985,341,2015-08-20 17:30:13,"Follow the new ""Letters to President Obama"" Tumblrstarting with a letter thanking the President for #Obamacare: http://t.co/qF2JfsfutZ"
1618,789,2015-08-20 15:29:19,Dont let climate change deniers set us back. Add your name to support the Clean Power Plan: http://t.co/sxMXJrfPB9
6854,2530,2015-08-19 20:24:45,"Give 42 a round of applause today. Happy birthday, @BillClinton. http://t.co/p6nryaFyzw"
1356,705,2015-08-19 19:08:38,Change starts with one voice speaking out. Read one organizers story about the fight for womens rights: http://t.co/9d6XgZQhMh
1120,524,2015-08-19 17:58:40,New limits on methane pollution will help curb climate change and protect public health: http://t.co/lQNiKqDsZO #ActOnClimate
1003,424,2015-08-19 16:23:05,Be part of the @OFATruthTeamand fight back with facts: http://t.co/Euq5nih3Rn http://t.co/HiU7jQ5m93
1271,699,2015-08-19 14:58:56,Climate change deniers want to stop the Clean Power Plan. Dont let themadd your name today: http://t.co/Qq3d4Eq8A7 #ActOnClimate
1949,851,2015-08-18 17:45:22,"Add your name if you're ready for cleaner, safer air: http://t.co/PWtDU81XGK #ActOnClimate http://t.co/rVnR9KDCCF"
1112,506,2015-08-17 21:31:28,Read about President Obama's latest move to reduce methane gas pollution from landfills: http://t.co/oeyIiaMff3 #ActOnClimate
1937,1046,2015-08-17 19:04:57,WATCH: Find out why President Obama is heading to Alaska at the end of the month. http://t.co/UyAmOWgqcG
1497,667,2015-08-17 16:41:55,Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E
1197,455,2015-08-17 15:04:58,"Jon traveled 3,000 miles to change the conversation about climate change. Read more: http://t.co/IKrE4I0aY7 #ActOnClimate"
1827,668,2015-08-15 14:42:56,"In the weekly address, President Obama discusses efforts to improve community policing. Watch now: http://t.co/4FPtwXJxK1"
1998,832,2015-08-14 21:41:24,A majority of Americans favor a pathway to citizenship for illegal immigrants living in America: http://t.co/xkyNrdtrzN
1579,817,2015-08-14 17:51:35,Studies show that #Obamacare is not killing full-time jobs like critics claim: http://t.co/9LlBJTkWgh
2141,1141,2015-08-14 16:43:16,"These three Marines lowered the American flag in #Cuba in 1961. Today, they raised it again: http://t.co/sxr8aseZjw"
3403,1591,2015-08-14 15:26:37,Today is the 80th birthday of #SocialSecuritya lifeline to millions of Americans. http://t.co/rBA99iZ1L8
1139,434,2015-08-13 21:41:04,"Read about Jon's 3,000 mile journey to fight climate change: http://t.co/RGFnfHnuXt #ActOnClimate"
3365,5491,2015-08-13 20:29:24,Retweet if you believe it's time for action on climate change. #ActOnClimate http://t.co/SUQYTCvC4n
1169,597,2015-08-13 19:02:23,Read President Obama's powerful letter to the editor on restoring the Voting Rights Act: http://t.co/RP9f7l3cZb
2360,1244,2015-08-13 16:47:04,President Obama is heading to Alaskathe front lines in the fight against climate change. http://t.co/UyAmOWgqcG
1682,685,2015-08-12 21:19:17,Expanding overtime protections will be good for women and good for families. #FixOvertime http://t.co/UdJ0XURtJT
6815,4216,2015-08-12 20:11:39,The uninsured rate is now down to single digits for the first timethanks to #Obamacare: http://t.co/53zFd5DFHu http://t.co/XI0wBEyqZT
973,405,2015-08-12 18:45:15,Expanding overtime protections will benefit millions of families. Add your voice to show support: http://t.co/1dEr387TvO #FixOvertime
1057,429,2015-08-12 17:38:30,Read these stories from working moms and see why we need to #FixOvertime: http://t.co/BqECRvoXrC
1741,797,2015-08-12 16:25:28,"""What makes America special is our capacity to change."" President Obama http://t.co/667n50AdOi"
1019,465,2015-08-12 15:07:30,Read about how expanding overtime protections would help millions of Americansand women in particular: http://t.co/KVAWyshSqN #FixOvertime
1797,970,2015-08-11 22:25:14,"A new report shows that wind energy is boomingand now provides 73,000 jobs in the U.S. Read more: http://t.co/AmEOMN19SA #ActOnClimate"
825,396,2015-08-11 17:54:34,Check it out: President Obama answers tough questions on the #IranDeal in an interview with @micnews. http://t.co/Wo1LsBqatU
2116,1075,2015-08-11 16:19:13,Renewable energy is good for the economy. #ActOnClimate http://t.co/ldkt4VIZ6O
907,372,2015-08-10 21:15:48,The President took readers' questions on the #IranDeal in an interview with @micnews. Check it out: http://t.co/S7O0BpQ9S0
1489,557,2015-08-10 19:24:36,DYK: States that embraced #Obamacare and expanded Medicaid are seeing huge drops in uninsured rates. http://t.co/ZpEKFQRFhz
2593,1145,2015-08-10 15:51:04,Show your support for this historic step in the fight to #ActOnClimate: http://t.co/qe1rSxCjZ3 http://t.co/TSqzetgmKp
2964,1629,2015-08-08 17:10:48,"""The right to vote is one of the most fundamental rights of any democracy."" President Obama http://t.co/zNNdRuhxQU #VRA50"
1471,564,2015-08-08 15:44:03,"In the weekly address, the President commemorates the 50th Anniversary of the Voting Rights Act: http://t.co/zNNdRuz9fu #VRA50"
1469,631,2015-08-07 20:53:50,ICYMI: Read President Obama's thoughts on the 50th anniversary of the Voting Rights Act. http://t.co/mIRART1a0O #VRA50
1997,933,2015-08-07 18:26:48,Cleaner air is safer air. #ActOnClimate http://t.co/tC52FUN8kx
1172,470,2015-08-07 16:20:59,The economy is still improvingbut there's more work to do. Read more about the latest jobs report: http://t.co/0Xn8GMXLbd
2952,1379,2015-08-07 13:43:13,"The economy added 215,000 jobs in Julymarking a record-breaking 65 consecutive months of private-sector job growth."
9038,4727,2015-08-06 21:24:44,"""You've been a great gift to the country."" President Obama to Jon Stewart on @TheDailyShow #JonVoyage http://t.co/ku6QZx2nE1"
1212,507,2015-08-06 18:27:50,LIVE: President Obama is speaking about the 50th anniversary of the Voting Rights Act. http://t.co/Qu2IFiNFgK #VRA50
1255,551,2015-08-06 15:21:50,Find out how you can support the Clean Power Plan. Read President Obama's message: http://t.co/kQLsS3m0P1 #ActOnClimate
1531,696,2015-08-05 22:04:29,Stand with state leaders who are fighting to #ActOnClimate with the Clean Power Plan: http://t.co/g2JLglfGrS
1101,430,2015-08-05 20:38:31,From @Deese44: Read why the Clean Power Plan is vital to the fight against climate change: http://t.co/QPHdcuYzv2 #ActOnClimate
2316,1322,2015-08-05 17:01:55,"""It is surely the pursuit of peace that is most needed in this world so full of strife."" President Obama #IranDeal"
1049,368,2015-08-05 16:59:42,"""As members of Congress reflect on their pending decision, I urge them to set aside political considerations. President Obama #IranDeal"
1225,410,2015-08-05 16:58:11,"""As Americans, we should be proud of this achievement."" President Obama #IranDeal"
1262,541,2015-08-05 16:56:51,"""Now we have before us a solution that prevents Iran from obtaining a nuclear weapon without resorting to war."" President Obama #IranDeal"
1850,1075,2015-08-05 16:54:19,"""President Kennedy warned Americans not to see conflict as inevitable. It is time to apply such wisdom. President Obama #IranDeal"
1298,643,2015-08-05 16:53:01,"""I have repeatedly challenged anyone opposed to this deal to put forward a better, plausible alternative."" President Obama #IranDeal"
936,386,2015-08-05 16:51:33,"""When we carefully examine the arguments against this deal, none of them stand up to scrutiny. President Obama #IranDeal"
881,370,2015-08-05 16:49:40,"""If Iran violates this deal, we will have ample opportunity to respond."" President Obama #IranDeal"
2253,1417,2015-08-05 16:47:45,"""Worry less about being labeled weak. Worry more about getting it right. President Obama #IranDeal"
1571,885,2015-08-05 16:46:11,"""How can we in good conscience justify war before we have tested a diplomatic agreement that achieves our objectives?"" President Obama"
896,439,2015-08-05 16:44:47,The choice we face is ultimately between diplomacy or some sort of war. President Obama #IranDeal
